S#,SNAME,SEX,BDATE,HEIGHT,DORM
2203012694,杨雪梅,女,2007-05-16,1.54,东1舍812
2219487433,王娜,男,2004-03-20,1.52,东2舍913
2207209717,游芳,男,2002-08-28,1.73,西22舍617
2224156676,胡桂珍,男,2000-12-05,1.72,西4舍401
2226283816,许玲,男,2000-12-02,1.77,东3舍224
2198330401,赵梅,男,2000-06-22,1.66,西15舍626
2200563456,杨丽华,男,2003-06-12,1.74,西10舍111
2218012817,纪红梅,男,2004-02-13,1.83,西15舍112
2204565515,张婷婷,男,2007-03-29,1.64,东11舍109
2220873219,何欣,男,2002-02-19,1.79,东14舍505
2208763702,廖鑫,男,2001-07-30,1.43,西14舍613
2193162383,张玉英,男,2004-08-22,1.82,东3舍128
2217067158,禹洁,男,2006-12-12,1.75,东6舍325
2224190158,曾俊,男,2002-09-24,1.57,东13舍322
2221659455,张宇,女,2002-09-04,1.65,西22舍920
2206059586,刘璐,女,2002-11-30,1.72,东21舍726
2228090061,朱淑珍,男,2002-09-24,1.49,东13舍121
2200587634,李晶,女,2004-06-13,1.58,西9舍104
2190760560,李博,女,2002-02-15,1.46,西4舍125
2194446198,张辉,女,2005-08-08,1.72,东11舍909
2217526011,马凤兰,男,2006-07-11,1.57,东21舍105
2197470402,庄阳,男,2000-10-07,1.7,西9舍119
2215329140,刘淑兰,女,2003-01-24,1.56,西10舍928
2224838247,阎林,女,2001-06-11,1.57,东19舍823
2227781567,韩成,女,2004-02-16,1.64,西2舍913
2220145832,范明,男,2000-10-23,1.75,西4舍719
2202669686,丁丹丹,女,2001-04-20,1.56,东6舍101
2206122131,王晨,女,2004-12-18,1.78,东17舍121
2211716467,刘婷,女,2006-09-11,1.54,西3舍110
2215240926,赵斌,女,2004-07-11,1.55,东12舍817
2215464080,王桂兰,男,2000-02-10,1.68,西21舍312
2193642065,王成,女,2002-10-29,1.62,西2舍901
2208832751,崔秀梅,男,2000-06-01,1.8,东18舍911
2211292444,李荣,女,2006-10-01,1.37,西14舍408
2218228185,张琳,女,2002-01-18,1.69,西7舍307
2212511565,郭倩,女,1999-08-03,1.56,东9舍823
2212478635,李莹,男,2002-10-12,1.45,西6舍817
2194609835,卢桂花,男,2000-03-16,1.58,西1舍330
2212211040,段旭,女,2005-09-18,1.56,西6舍324
2200852471,王杰,女,2006-04-08,1.7,西11舍106
2224858190,王玉华,男,2004-05-14,1.77,西14舍615
2218861035,涂红梅,女,2000-08-10,1.61,东8舍201
2229751338,罗斌,女,2004-01-17,1.56,东9舍618
2211629560,赵玉兰,男,2005-06-18,1.87,东3舍905
2200565834,戴琳,女,2006-03-09,1.6,西22舍117
2197063735,宁静,女,2001-11-22,1.48,东7舍430
2206461582,陈军,女,2007-04-04,1.64,西5舍705
2203098130,周俊,男,1999-11-15,1.66,西2舍413
2227952676,周雪,男,2006-10-07,1.67,东17舍130
2227489480,钟晶,女,1999-10-26,1.47,东19舍514
2204444353,郭荣,男,2000-06-30,1.76,东15舍718
2216507090,都婷,男,2004-11-08,1.73,西11舍222
2216164280,李慧,男,2002-10-26,1.74,东3舍508
2202622716,孙洁,女,2007-01-17,1.71,东2舍221
2199772861,刘凤兰,女,1999-11-29,1.43,西5舍830
2220738081,袁莉,女,2005-09-18,1.72,西17舍608
2215156919,赵洋,男,2006-03-25,1.75,东8舍503
2217981678,张刚,女,2003-03-31,1.58,西1舍521
2199825257,陈超,男,1999-09-30,1.65,西10舍401
2215658918,李桂英,女,2000-06-25,1.57,东19舍323
2215420478,张伟,男,2005-11-03,1.59,东21舍410
2226670290,卢颖,男,1999-09-13,1.53,东21舍411
2223129320,刘兵,男,2005-12-24,1.65,东13舍701
2209176465,刘静,男,1999-10-19,1.69,西22舍407
2221279068,吴桂荣,女,2002-09-24,1.7,西11舍128
2196721492,萧浩,女,2006-08-14,1.57,东9舍503
2211541782,李彬,女,2003-12-08,1.53,西14舍908
2222488261,杨畅,女,1999-06-13,1.59,东15舍625
2223396776,李佳,男,2003-01-13,1.86,东13舍828
2192074567,马利,女,1999-06-15,1.68,西22舍824
2211957218,熊峰,女,2003-05-03,1.64,东19舍103
2222015571,王博,女,2000-06-24,1.37,西15舍516
2207965475,盛明,女,2006-07-02,1.5,西20舍128
2220514454,李洋,女,2004-12-15,1.57,西14舍507
2224519735,王柳,男,2006-02-08,1.7,西8舍530
2197109102,叶刚,女,2000-03-25,1.49,西21舍117
2225400517,王刚,男,2002-08-30,1.64,东10舍411
2227969631,张红霞,女,2001-11-26,1.5,西10舍425
2226666391,饶军,女,2000-11-25,1.77,东17舍628
2217735699,马凤英,女,2004-04-04,1.43,东18舍528
2224496833,刘飞,男,2006-12-24,1.83,东5舍629
2227831980,林丽华,男,2003-03-29,1.61,西10舍615
2218249932,杨玉梅,男,1999-12-14,1.72,西2舍106
2228277772,张建国,女,2000-08-04,1.63,东16舍107
2211720890,谭洁,女,2003-09-03,1.49,西15舍903
2201473140,苏瑞,女,2004-09-23,1.4,西1舍714
2219790275,马燕,男,2002-12-27,1.64,东4舍315
2214854812,李平,男,2004-06-18,1.57,东22舍508
2228060718,杨英,男,2001-02-22,1.87,西3舍313
2191643297,卢凯,女,2003-12-08,1.5,西4舍911
2191364659,袁婷,女,2000-08-19,1.68,西17舍425
2197713881,刘龙,女,2007-05-17,1.44,西18舍910
2204698467,朱燕,男,1999-08-09,1.73,西9舍913
2209264779,李莉,男,2004-07-13,1.54,东14舍607
2194592843,邵林,男,2003-03-10,1.77,西13舍514
2226938253,赵利,男,2001-01-17,1.8,西5舍228
2195080697,郑斌,女,2000-09-03,1.51,东21舍924
2190852862,郭鑫,男,2003-01-18,1.71,东21舍620
2220880362,吴瑜,女,2002-10-01,1.51,东8舍907
2204582784,陆俊,男,2000-08-05,1.71,西7舍830
2215357469,阎欢,女,1999-07-22,1.54,东2舍905
2221349941,张勇,男,2004-06-14,1.51,东18舍513
2218302113,李丹丹,女,2000-04-25,1.59,东21舍501
2223417832,陈芳,女,2003-09-14,1.63,西14舍619
2214718588,谢桂荣,男,2002-05-03,1.55,东14舍528
2225823577,董淑英,男,2001-01-16,1.54,西13舍311
2190169497,梁颖,女,2004-03-04,1.47,西11舍430
2198329293,周燕,女,1999-08-06,1.64,西9舍502
2218004144,沈丹丹,男,2005-09-26,1.68,东9舍418
2212812666,赵磊,男,2002-10-12,1.54,西17舍304
2193174798,雍建,女,2000-07-29,1.46,东2舍115
2226130109,林坤,女,2006-10-10,1.52,东16舍512
2216660320,陈博,女,1999-07-14,1.55,西22舍728
2190102954,王敏,女,2002-04-04,1.7,东9舍606
2202920120,李玉英,女,2007-01-17,1.52,西13舍508
2195229261,张文,男,2002-04-11,1.73,西2舍613
2229745042,王丹,女,2001-11-14,1.62,东10舍903
2226586242,王霞,男,2004-08-25,1.76,西17舍528
2218517902,郝冬梅,女,2005-06-18,1.7,东6舍703
2198440843,钟畅,男,2000-11-22,1.53,东10舍623
2219639056,许秀荣,男,2007-02-27,1.59,西7舍524
2196934601,吴桂珍,女,2004-09-15,1.63,西2舍428
2203914484,岳帆,女,2007-04-17,1.55,西2舍124
2221945112,程军,女,2002-12-10,1.68,西14舍715
2192629785,成玉,男,2003-09-18,1.96,西11舍412
2226820173,陈浩,男,2001-02-15,1.74,西2舍308
2225368028,刘丽丽,女,2001-06-09,1.49,西8舍614
2202580718,赵利,男,2003-12-30,1.54,西3舍211
2194555959,朱文,男,2002-12-12,1.88,东6舍623
2190513217,任欣,女,2004-11-09,1.63,西10舍321
2212575152,朱畅,男,2007-04-19,1.59,东15舍701
2206235039,韩玉,男,2006-11-29,1.74,西13舍807
2206551808,韦晶,女,2002-11-01,1.7,西19舍711
2225004208,周文,男,2006-05-11,1.71,西11舍427
2211686016,梅帆,女,2007-02-15,1.68,东22舍916
2196789697,褚磊,女,2004-06-15,1.62,西6舍710
2217191410,张鹏,男,2004-04-05,1.59,西8舍417
2220685926,吴瑜,女,2003-04-22,1.58,西9舍702
2195237407,梁磊,男,2005-08-29,1.67,东5舍226
2222421844,张丽娟,男,2005-09-28,1.71,西8舍817
2205169967,凌莉,男,2005-07-04,1.7,西13舍622
2193002630,谷晶,女,2004-07-13,1.65,西4舍410
2190595480,杨杨,女,2005-03-22,1.61,西13舍904
2193378331,杨岩,男,2000-09-28,1.69,西1舍225
2201738436,李莹,男,2001-12-30,1.75,东2舍326
2213772467,王东,女,2001-01-19,1.65,西7舍212
2220195660,明建平,女,2005-06-10,1.5,西5舍208
2225302724,张琴,女,2006-08-13,1.49,西18舍810
2204542414,丁刚,男,2002-08-09,1.67,东12舍614
2193454083,廖俊,男,2001-05-29,1.82,东15舍503
2212665830,李欣,男,2001-07-22,1.77,西19舍522
2194262434,胡秀芳,男,2001-07-21,1.76,东14舍522
2222457279,王静,女,2006-10-23,1.58,西19舍405
2205729972,杨春梅,女,2006-02-27,1.57,西10舍113
2214916118,龙利,女,2007-05-13,1.55,东3舍626
2203021432,彭鑫,男,2003-12-03,1.65,东16舍229
2205037798,吴敏,女,2007-04-24,1.51,东9舍920
2195060983,郭小红,男,2004-02-20,1.7,西21舍528
2193781299,谭娜,男,2003-04-08,1.59,东6舍820
2200579255,宗阳,男,2006-06-01,1.73,西1舍115
2229189357,李丹丹,女,2000-09-02,1.68,西1舍605
2211912489,萧莹,男,2000-08-04,1.72,东5舍312
2208116789,卢帅,男,2006-08-29,1.68,东3舍425
2226456072,黄秀兰,女,2003-07-16,1.71,西15舍929
2195229203,金军,男,2000-09-29,1.65,西8舍921
2196960677,白冬梅,女,2003-01-13,1.57,西2舍802
2218792893,凌海燕,男,2003-10-31,1.57,西1舍508
2213836820,梁博,女,2000-07-07,1.55,东6舍727
2216627646,公春梅,女,2001-01-12,1.65,西21舍913
2221152340,曾坤,男,2004-05-29,1.66,东15舍523
2207309235,刘飞,男,1999-09-30,1.68,东8舍112
2204747007,熊秀芳,女,2002-01-14,1.54,东14舍122
2190608381,陈帅,女,2004-08-11,1.54,东8舍715
2220895034,温鑫,男,2002-03-21,1.74,东13舍504
2205804323,陈晶,男,2007-04-02,1.55,西2舍217
2222530151,韩文,女,2004-03-08,1.54,东10舍125
2198907782,黄小红,男,2002-10-11,1.7,西6舍224
2204567902,马杨,女,2004-07-17,1.68,西17舍516
2190905899,梁芳,女,2002-04-09,1.61,西14舍127
2191684816,王莉,男,2002-11-08,1.73,东3舍528
2210546348,刘红霞,女,2006-08-29,1.58,西1舍809
2203650007,王浩,男,2006-10-17,1.72,东19舍419
2202328627,薛丽丽,女,2000-04-03,1.54,西12舍711
2200706297,杨玲,女,2003-05-25,1.65,西9舍730
2213944103,林博,女,2006-11-18,1.52,东13舍327
2199251600,马秀华,男,2006-12-19,1.55,西8舍410
2221306830,刘莉,男,2002-06-12,1.69,西16舍328
2213367928,李亮,男,2000-06-05,1.56,东22舍802
2219327281,李岩,男,2000-02-29,1.64,西4舍605
2204745623,段想,女,2001-07-28,1.57,西13舍305
2195455987,张淑英,男,2000-04-18,1.74,西19舍316
2208377986,张娟,男,2006-02-28,1.72,西4舍304
2216931084,贾超,男,2005-05-02,1.73,西22舍229
2193621932,赵龙,女,2000-06-08,1.6,西5舍221
2226238633,李秀芳,女,2003-04-10,1.5,西20舍210
2194447739,郝坤,男,2002-01-13,1.8,东15舍725
2196541272,胡冬梅,男,2001-02-27,1.5,西17舍104
2217606539,骆浩,男,2003-01-27,1.67,西11舍629
2206548136,李峰,男,2000-05-31,1.65,东3舍601
2205165533,林建,女,2002-04-23,1.7,西14舍503
2229969542,刘琴,男,2003-02-05,1.62,西4舍114
2220984248,郑宇,男,2002-04-22,1.7,东17舍615
2227956659,辛倩,女,2001-08-10,1.58,东13舍511
2192547677,邓超,男,2000-05-19,1.82,西15舍905
2227942167,许娜,女,2000-05-06,1.77,东18舍101
2217097672,王志强,女,2000-04-11,1.42,东10舍317
2214728617,刘艳,女,1999-11-30,1.6,东10舍126
2218438327,陈晶,男,2004-08-07,1.61,东11舍506
2228136880,谭玉英,男,2002-09-25,1.77,西3舍202
2218539720,刘颖,男,2003-04-01,1.81,东8舍104
2229660474,何梅,女,2005-11-21,1.41,西10舍820
2223617167,蔡萍,男,2006-06-28,1.67,东18舍130
2209076618,王宇,男,2006-10-17,1.56,东17舍420
2211917105,王娜,男,1999-09-29,1.76,西9舍703
2198432439,成瑞,男,1999-06-20,1.82,东17舍220
2191713093,李桂芳,女,2000-09-14,1.68,东12舍518
2228616186,郭丽,男,2000-06-30,1.64,东9舍526
2192277958,贺平,男,2005-07-17,1.67,东1舍620
2219499979,黄晶,男,2006-04-26,1.81,西13舍102
2220675028,彭桂花,男,2005-11-26,1.65,东12舍809
2208286578,沈俊,男,2000-12-14,1.8,西6舍811
2212558972,曾桂荣,女,2004-01-24,1.5,西22舍605
2201344026,孙涛,女,2006-06-07,1.64,东2舍316
2195306126,段晨,男,2000-08-12,1.86,东8舍819
2198122670,纪桂兰,男,2005-07-31,1.57,西2舍220
2194712316,萧涛,男,2002-05-21,1.8,西7舍926
2215591821,王秀荣,女,2006-05-25,1.73,东14舍302
2219203212,叶瑜,女,2005-06-09,1.46,西22舍416
2201170206,王鑫,女,2002-03-19,1.5,东2舍807
2226292890,李柳,男,2001-05-27,1.54,东5舍502
2217215978,刘金凤,男,2006-08-11,1.81,西1舍415
2202815663,刘建国,女,2001-08-27,1.53,东14舍403
2223335812,徐娜,女,2004-05-23,1.5,东15舍912
2200812493,黄阳,男,2006-08-12,1.62,西9舍709
2210232233,郭倩,男,2000-08-23,1.59,东4舍725
2216359106,石丽,男,2001-10-05,1.66,东5舍323
2227268527,刘冬梅,女,2002-03-28,1.64,东8舍224
2223577017,杨海燕,男,1999-06-16,1.8,西9舍608
2221252369,张冬梅,男,2006-01-02,1.59,西14舍911
2196346159,亢明,男,2002-05-28,1.72,东10舍514
2192647958,尹金凤,男,2004-11-14,1.62,西15舍328
2212966272,田辉,男,2003-01-28,1.71,东12舍917
2192967388,刘健,男,2003-07-20,1.59,西12舍219
2218670325,罗桂芳,女,2006-06-29,1.67,东4舍202
2196329041,郭雪梅,女,2002-04-01,1.58,东18舍526
2225485100,丁建国,男,2001-04-14,1.62,东18舍713
2229657528,袁冬梅,男,2001-10-03,1.61,东2舍527
2192191045,白秀芳,女,2002-10-03,1.4,西11舍404
2194260341,秦军,女,2005-03-24,1.63,东17舍530
2200157097,林彬,男,2004-11-15,1.81,东4舍122
2210174148,修凤兰,女,2002-11-10,1.65,东9舍727
2228786475,梁海燕,女,2007-05-23,1.7,东2舍508
2207646342,娄建国,男,2002-08-01,1.78,西19舍106
2206673670,葛桂荣,男,2000-07-17,1.71,东17舍409
2200161711,廖梅,男,2005-12-24,1.51,东20舍510
2219512424,金玉华,男,2000-04-25,1.55,西3舍502
2208176266,农勇,男,2002-02-25,1.59,东13舍129
2197657481,张建,女,2002-07-14,1.62,西19舍701
2195775559,杨玉梅,女,2006-05-25,1.46,东8舍530
2215861322,张娜,女,2005-10-21,1.64,西20舍711
2217151050,张洁,男,2006-11-21,1.95,西9舍221
2214109853,张华,男,2004-08-28,1.67,西5舍426
2203724751,张磊,女,2001-12-23,1.72,东9舍609
2228050350,张红梅,女,2001-09-29,1.64,西8舍713
2221421194,许军,女,2003-09-28,1.65,西7舍303
2197735314,胡燕,男,2002-05-29,1.5,东8舍115
2224059493,陈成,女,2004-01-17,1.65,西19舍520
2219404803,吴鹏,男,2005-07-25,1.72,东22舍706
2198734304,阎婷婷,男,2003-09-11,1.65,东16舍203
2203465279,孙丽,男,2003-11-23,1.83,西20舍217
2197826863,马艳,男,2003-08-19,1.6,东11舍117
2199013656,施婷,女,2005-09-05,1.55,西11舍912
2220194499,陈帆,男,2000-01-10,1.72,西20舍408
2214951427,杨洁,男,2000-12-11,1.68,西22舍603
2198523609,姚瑞,男,2002-04-26,1.58,西20舍428
2226466451,姚桂芝,男,2003-04-16,1.77,东5舍122
2217469948,袁林,女,2001-05-14,1.54,西1舍926
2221838653,范玉梅,女,2001-02-02,1.59,西14舍823
2208656879,马桂荣,男,2002-06-12,1.53,东21舍901
2213329036,张婷婷,女,2005-07-26,1.48,东14舍612
2194894730,王娜,女,2005-10-18,1.41,东16舍904
2216253295,余刚,男,2005-02-03,1.75,西15舍904
2207059861,黄想,女,1999-10-09,1.47,西19舍822
2216850570,白红,男,2005-03-04,1.76,西19舍419
2220043089,侯桂芳,男,2003-12-18,1.61,西4舍701
2199812933,孔鑫,女,2002-09-10,1.52,西9舍410
2197882607,赵坤,男,2002-05-19,1.91,东10舍228
2190005166,胡倩,女,2002-06-06,1.61,西19舍518
2214938373,黎玉英,男,2004-05-22,1.6,东21舍826
2196813404,吴玉兰,女,2004-09-05,1.59,西21舍324
2218775787,赖兰英,男,2003-03-02,1.59,西4舍628
2208174065,安洋,女,2006-03-25,1.65,东19舍716
2226044208,刘成,女,2005-11-08,1.55,东14舍905
2221585296,马秀芳,女,2003-06-25,1.64,西1舍103
2219330173,黄洋,男,2000-03-30,1.58,东7舍827
2228862089,李明,女,2000-09-02,1.44,西5舍918
2224021447,罗浩,男,2002-11-10,1.74,东18舍427
2204987875,陈柳,男,2000-07-23,1.71,东21舍315
2192450505,熊龙,女,2002-06-01,1.54,东7舍218
2206887325,李英,男,2007-03-29,1.59,西8舍213
2208407787,梁岩,男,2000-08-24,1.64,东19舍222
2198305710,王丽,男,2002-01-12,1.64,东20舍309
2198017090,朱成,男,2003-09-02,1.65,西2舍918
2218645333,杨龙,女,2005-01-15,1.6,东18舍112
2210710936,甘磊,男,2007-02-08,1.69,东13舍207
2194518663,田坤,男,2000-04-03,1.67,东14舍624
2190368171,刘秀珍,女,2004-10-11,1.66,东7舍206
2218892760,杨磊,男,1999-08-15,1.57,西3舍215
2190664251,孟岩,男,2001-09-08,1.59,东6舍315
2207625277,李丽,男,2001-02-01,1.81,西1舍415
2219507989,吴兵,女,2004-04-03,1.57,东10舍410
2219279749,许英,男,2006-01-02,1.82,西4舍325
2221096801,陈帆,女,2002-11-29,1.56,东13舍214
2220896776,张凤兰,男,2007-04-07,1.61,西14舍411
2195783532,朱浩,女,2001-10-25,1.71,西15舍324
2206371443,陈丽丽,女,2005-07-07,1.68,西8舍810
2216521411,单慧,男,2000-01-14,1.72,西15舍628
2226881304,阎丽娟,男,2005-11-17,1.6,西8舍301
2202356877,黄凯,男,2000-04-27,1.58,西1舍509
2221774501,刘彬,男,2004-08-09,1.54,西1舍711
2227643310,梁雪,女,2005-02-21,1.46,西16舍309
2217321968,曾佳,女,2003-10-15,1.5,东19舍430
2200939322,薛璐,男,2004-09-06,1.82,东5舍728
2206918381,郑桂兰,女,2003-04-19,1.65,西7舍520
2205699607,史鹏,女,2006-01-09,1.73,东10舍502
2200042827,柳宇,男,2006-02-15,1.9,西1舍220
2228449460,房玉梅,男,2002-09-26,1.59,东16舍126
2208070175,郑旭,女,2007-02-04,1.57,西19舍109
2222203062,黄阳,女,2006-10-14,1.44,西18舍104
2211105468,谢秀云,女,2002-04-22,1.38,东4舍312
2205790955,曾利,女,2002-07-01,1.68,东8舍226
2204976321,顾杰,女,2004-09-30,1.57,西20舍920
2226521599,陈云,女,2004-10-22,1.51,东2舍427
2196895581,林玉英,男,2003-11-26,1.69,西4舍514
2196946340,凌丽丽,女,2006-11-19,1.84,东20舍707
2201622037,许帆,男,2001-04-05,1.76,东20舍914
2211487619,程超,男,2003-07-23,1.69,西6舍827
2220482373,傅桂花,女,2005-11-03,1.69,西1舍103
2219469507,马桂英,男,2006-05-29,1.63,西16舍215
2218356266,胡彬,男,1999-10-15,1.88,西22舍311
2214209172,刘淑兰,女,2001-05-03,1.68,西17舍221
2222313566,刘勇,女,2003-05-21,1.56,东20舍425
2213341439,刘亮,男,2003-09-11,1.7,西10舍728
2220736164,郑霞,男,2002-05-31,1.72,东17舍913
2218643254,刘超,男,2006-04-07,1.74,西16舍304
2197990924,曾帆,男,2006-09-20,1.57,西1舍709
2217716309,胡萍,女,2001-03-29,1.55,西17舍903
2213629437,龚欢,女,1999-12-07,1.59,西17舍122
2203650708,张俊,男,2000-03-25,1.61,西8舍624
2228666892,熊磊,男,2005-12-05,1.67,东21舍825
2208822072,冯琳,女,2004-08-16,1.56,东5舍311
2211475347,吴建,男,2000-05-08,1.78,西6舍609
2211973418,黄淑兰,男,2005-11-25,1.68,西5舍517
2217830215,王斌,女,2001-12-15,1.68,西20舍420
2197566550,李红,男,2000-04-21,1.79,西6舍506
2192068283,赵龙,女,2003-10-02,1.46,东4舍622
2196105440,汤琴,男,2005-08-04,1.68,东12舍510
2193971102,蒲磊,女,2002-12-29,1.67,东6舍430
2219562826,刘云,女,2004-03-21,1.52,东18舍317
2216190064,吴辉,男,2004-10-15,1.77,东6舍509
2221017333,陈林,女,2005-01-24,1.48,东20舍827
2224014623,张丹,男,2006-09-09,1.66,东17舍507
2191586647,陈想,女,2006-06-01,1.6,东2舍827
2222116494,詹龙,女,2003-03-22,1.41,东10舍213
2228604543,汪玉梅,男,2006-09-24,1.63,西8舍817
2200687384,赵军,女,2000-01-18,1.63,西3舍713
2226655909,谭玉英,男,2001-08-08,1.69,东3舍215
2193381703,朱颖,男,2001-01-30,1.62,西1舍318
2212307964,颜金凤,男,1999-12-11,1.74,西4舍618
2192310894,谭勇,女,2006-08-16,1.57,西5舍701
2224112570,尉桂英,男,2007-02-23,1.76,东4舍922
2214678435,乔燕,女,2001-11-26,1.5,东13舍330
2214310354,华桂芝,男,2004-04-13,1.49,西11舍514
2208858032,赵红霞,男,2003-12-07,1.61,西14舍629
2213608461,顾倩,女,2004-11-25,1.54,西19舍425
2204428936,张英,女,2003-01-29,1.85,西9舍913
2198825943,曾佳,男,2000-05-23,1.72,西7舍925
2197944980,陈丽娟,女,2006-10-21,1.61,东9舍914
2200842738,陶雪,男,2005-02-19,1.72,东12舍426
2204373516,王桂花,女,2001-03-04,1.52,东22舍401
2197028693,贾红霞,女,2005-09-10,1.49,西14舍803
2205409602,周勇,男,2001-10-04,1.78,东8舍206
2198869680,李晨,女,2001-06-04,1.36,东9舍912
2229999085,周红梅,男,2006-01-10,1.81,东17舍617
2212129393,李瑜,男,2006-01-03,1.86,东18舍425
2196756755,张杨,女,2005-02-21,1.56,东16舍104
2229733848,王涛,男,1999-07-27,1.86,西12舍628
2224052082,徐俊,女,2007-02-11,1.52,西6舍418
2211979630,孙霞,女,2002-09-07,1.69,西17舍205
2201006799,张桂芝,男,2006-01-21,1.79,西15舍511
2190407348,张明,男,2004-09-19,1.64,东13舍906
2224345042,张婷,男,2000-06-29,1.73,东3舍222
2195307364,冯玲,男,2005-05-03,1.78,东8舍728
2204998422,孙鑫,男,2002-02-07,1.66,西9舍219
2191490465,王荣,女,2005-08-29,1.7,西4舍401
2225847505,李文,男,2006-05-24,1.8,东2舍124
2208769522,康明,女,2006-02-02,1.51,西9舍112
2210656003,韩倩,女,1999-07-22,1.53,西7舍108
2190847412,陈欣,男,2003-05-28,1.76,西18舍606
2203910534,黄洋,女,2005-09-26,1.67,东8舍104
2224783232,陈宁,女,2000-05-30,1.4,东8舍103
2192725438,廖婷婷,男,2003-07-02,1.65,西2舍808
2223483882,石建华,女,2000-08-01,1.62,西3舍404
2198662949,张淑华,女,2002-02-02,1.71,西12舍309
2192703760,李磊,女,2006-07-26,1.48,西21舍213
2193702319,陈欣,女,2000-01-07,1.57,东22舍228
2208848696,陈倩,男,2006-05-28,1.59,东12舍310
2214847894,孙岩,男,2000-10-07,1.8,西5舍113
2191928979,奚艳,女,2000-08-04,1.65,西7舍311
2208358720,梁丹,男,2006-12-14,1.67,西16舍728
2194587341,甄宇,女,2004-10-17,1.58,西4舍409
2215546319,朱帅,男,2003-06-18,1.56,西5舍608
2229709601,李荣,女,1999-12-09,1.54,东17舍616
2216207378,李凤兰,男,2004-07-05,1.41,西1舍102
2215208649,王明,男,2003-12-17,1.54,东18舍608
2216057537,尹春梅,女,2005-01-11,1.47,东16舍106
2211765936,鞠敏,男,2000-04-11,1.62,西18舍426
2227062884,张兰英,男,2006-03-26,1.71,西16舍609
2211871374,褚文,男,2003-05-11,1.58,西16舍614
2195398584,农建国,女,2006-12-12,1.36,西4舍121
2226530715,阎兵,男,2000-07-19,1.71,西18舍820
2226196830,胡兰英,男,2003-01-08,1.58,东2舍605
2227095732,李桂荣,男,2005-01-14,1.53,东16舍721
2208549490,刘博,女,2007-04-16,1.71,东11舍628
2202240539,周畅,女,2002-09-02,1.6,西14舍618
2214890349,杨颖,女,2002-08-31,1.51,东13舍125
2202910319,赖璐,男,2001-02-26,1.69,东3舍922
2218999592,曾静,男,2006-01-18,1.82,西7舍104
2201986410,孙成,女,2004-04-18,1.59,东21舍621
2197318499,李莉,男,2006-05-24,1.6,东20舍413
2226016785,潘文,女,2001-01-21,1.69,西10舍222
2215987123,马建华,女,2002-10-13,1.64,西14舍812
2208368613,戴丽丽,女,2003-10-15,1.53,东14舍929
2214465945,严勇,女,2001-01-21,1.63,东10舍322
2208229461,余丹丹,女,2002-02-17,1.56,西4舍716
2199044153,斯梅,男,2001-03-31,1.7,东15舍807
2198174790,杨杨,男,2004-09-09,1.45,西19舍110
2222661026,曾东,女,2000-11-07,1.63,西10舍910
2213967847,汪秀珍,男,2005-05-22,1.53,西12舍819
2192141554,孙艳,女,2000-03-17,1.59,东7舍311
2215896778,瞿敏,女,2007-02-11,1.61,西7舍125
2192757646,刘健,女,2004-03-04,1.63,西11舍901
2228824650,雷磊,男,2001-12-01,1.74,西12舍330
2192820316,曾秀英,女,2000-06-19,1.45,东13舍806
2227138487,纪艳,男,2002-04-12,1.81,西14舍416
2216216365,林桂花,女,2003-09-15,1.47,西11舍301
2209724231,姜伟,男,2005-10-11,1.79,西6舍601
2208047208,孟勇,女,2005-06-26,1.37,西22舍623
2204461511,钟华,女,2004-08-21,1.69,西1舍529
2196668991,陈丽丽,女,2001-09-01,1.54,东18舍225
2222395693,韩雪,男,2004-12-17,1.71,西17舍709
2191393627,梁峰,女,2003-10-10,1.71,西3舍701
2229687400,王颖,女,2003-10-21,1.58,东17舍219
2226998406,陈健,男,2001-07-16,1.82,东12舍707
2193062694,孔萍,女,2002-12-14,1.5,东15舍411
2205995160,曾建国,女,1999-08-16,1.65,西3舍424
2205315577,朱雪,男,2001-09-23,1.7,东7舍507
2202267533,戴杰,男,2006-08-17,1.94,西19舍703
2197386951,曹俊,男,2002-11-25,1.74,西16舍723
2224527270,张洁,男,2003-09-06,1.51,西1舍102
2208030752,杨刚,女,2005-07-26,1.66,东7舍519
2226983609,谢海燕,女,2005-10-17,1.6,东18舍424
2229875533,屈莹,女,2007-04-14,1.67,东21舍412
2228357996,梁兵,女,2000-06-09,1.65,东21舍819
2196291489,王淑华,男,2001-03-06,1.56,西22舍926
2213169780,宋红梅,女,1999-12-01,1.34,西2舍621
2219717316,乔丹丹,女,2002-11-26,1.74,西1舍707
2198361453,吴明,男,2004-02-12,1.46,西6舍704
2198834437,黄雪,女,2005-04-12,1.73,西18舍405
2222091551,王秀云,男,2005-05-11,1.69,东16舍724
2190268470,王飞,男,2007-04-26,1.71,东21舍928
2223843526,申秀兰,女,2006-04-18,1.56,西17舍606
2226445403,李娜,男,2005-10-24,1.82,东4舍902
2229965537,陆桂英,女,2002-11-10,1.81,东8舍209
2220334828,贾欣,男,2006-01-13,1.73,东1舍102
2213496386,谷慧,女,2006-12-02,1.36,西13舍917
2204995367,文杨,男,2005-02-25,1.79,西22舍526
2226995330,齐淑华,男,2007-04-21,1.88,东6舍610
2216560895,李敏,男,2002-06-20,1.65,西22舍308
2211314578,贺丽丽,男,2001-10-27,1.47,西6舍814
2190197576,马楠,女,2006-07-04,1.68,东22舍917
2203310645,杨小红,女,2001-08-05,1.47,西12舍711
2201290153,赵博,女,2004-06-28,1.55,西10舍501
